number,trial_id,id,url,is_nsfw,subject_id,trial_number,prompt,created_at,experiment_name,containsNSFW,filename,filepath,reference,trial_type,trial_code,curation,Experience,experiment_name1,Duration..in.seconds.,imagenumber,choice,cosine
2998,670d4a1f8fc41826ca81e5ec,670d4a1f8fc41826ca81e5ee,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_FaithfulQ2_1.png,FALSE,FS_1Icr7GBzoyoBgdc,FaithfulQ2,a tree with two eyes and wears glasses is reading a book in a library,2024-10-14T16:43:11Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_FaithfulQ2_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_FaithfulQ2_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,1,3,Laypeople_final,1159,2,FALSE,0.9215561051362132
2999,670d4a1f8fc41826ca81e5ec,670d4a1f8fc41826ca81e5ef,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_FaithfulQ2_2.png,FALSE,FS_1Icr7GBzoyoBgdc,FaithfulQ2,a tree with two eyes and wears glasses is reading a book in a library,2024-10-14T16:43:11Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_FaithfulQ2_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_FaithfulQ2_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,1,3,Laypeople_final,1159,3,FALSE,0.8773569042366375
3000,670d4a1f8fc41826ca81e5ec,670d4a1f8fc41826ca81e5f0,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_FaithfulQ2_3.png,FALSE,FS_1Icr7GBzoyoBgdc,FaithfulQ2,a tree with two eyes and wears glasses is reading a book in a library,2024-10-14T16:43:11Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_FaithfulQ2_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_FaithfulQ2_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,1,3,Laypeople_final,1159,4,FALSE,0.9182763381104064
3001,670d4a658fc41826ca81e5f1,670d4a658fc41826ca81e5f2,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_FaithfulQ3_0.png,FALSE,FS_1Icr7GBzoyoBgdc,FaithfulQ3,"a beautiful place with trees, flowers, ponds and mountains",2024-10-14T16:44:21Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_FaithfulQ3_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_FaithfulQ3_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ3.png,Copying,Q3_F3_landscape_C,1,3,Laypeople_final,1159,1,TRUE,0.8282625080056286
3002,670d4a658fc41826ca81e5f1,670d4a658fc41826ca81e5f3,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_FaithfulQ3_1.png,FALSE,FS_1Icr7GBzoyoBgdc,FaithfulQ3,"a beautiful place with trees, flowers, ponds and mountains",2024-10-14T16:44:21Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_FaithfulQ3_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_FaithfulQ3_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ3.png,Copying,Q3_F3_landscape_C,1,3,Laypeople_final,1159,2,FALSE,0.8321722345022997
3003,670d4a658fc41826ca81e5f1,670d4a658fc41826ca81e5f4,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_FaithfulQ3_2.png,FALSE,FS_1Icr7GBzoyoBgdc,FaithfulQ3,"a beautiful place with trees, flowers, ponds and mountains",2024-10-14T16:44:21Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_FaithfulQ3_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_FaithfulQ3_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ3.png,Copying,Q3_F3_landscape_C,1,3,Laypeople_final,1159,3,FALSE,0.8446514400422405
3004,670d4a658fc41826ca81e5f1,670d4a658fc41826ca81e5f5,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_FaithfulQ3_3.png,FALSE,FS_1Icr7GBzoyoBgdc,FaithfulQ3,"a beautiful place with trees, flowers, ponds and mountains",2024-10-14T16:44:21Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_FaithfulQ3_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_FaithfulQ3_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ3.png,Copying,Q3_F3_landscape_C,1,3,Laypeople_final,1159,4,FALSE,0.8184698350842873
3005,670d4b198fc41826ca81e5f6,670d4b198fc41826ca81e5f7,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_Aesthetics Q2_0.png,FALSE,FS_1Icr7GBzoyoBgdc,Aesthetics Q2,A cartoon landscape with trees where near the beach and mountains in the far area.,2024-10-14T16:47:21Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_Aesthetics Q2_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_Aesthetics Q2_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q2.png,Creative,Q42_A2_Cartoon_C,4,3,Laypeople_final,1159,1,FALSE,0.7910425444916963
3006,670d4b198fc41826ca81e5f6,670d4b198fc41826ca81e5f8,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_Aesthetics Q2_1.png,FALSE,FS_1Icr7GBzoyoBgdc,Aesthetics Q2,A cartoon landscape with trees where near the beach and mountains in the far area.,2024-10-14T16:47:21Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_Aesthetics Q2_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_Aesthetics Q2_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q2.png,Creative,Q42_A2_Cartoon_C,4,3,Laypeople_final,1159,2,FALSE,0.8564963304130395
3007,670d4b198fc41826ca81e5f6,670d4b198fc41826ca81e5f9,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_Aesthetics Q2_2.png,FALSE,FS_1Icr7GBzoyoBgdc,Aesthetics Q2,A cartoon landscape with trees where near the beach and mountains in the far area.,2024-10-14T16:47:21Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_Aesthetics Q2_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_Aesthetics Q2_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q2.png,Creative,Q42_A2_Cartoon_C,4,3,Laypeople_final,1159,3,FALSE,0.8483377942948468
3008,670d4b198fc41826ca81e5f6,670d4b198fc41826ca81e5fa,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_Aesthetics Q2_3.png,FALSE,FS_1Icr7GBzoyoBgdc,Aesthetics Q2,A cartoon landscape with trees where near the beach and mountains in the far area.,2024-10-14T16:47:21Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_Aesthetics Q2_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_Aesthetics Q2_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q2.png,Creative,Q42_A2_Cartoon_C,4,3,Laypeople_final,1159,4,TRUE,0.8060974331205049
3009,670d4b4d8fc41826ca81e5fb,670d4b4d8fc41826ca81e5fc,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_Aesthetics Q1_0.png,FALSE,FS_1Icr7GBzoyoBgdc,Aesthetics Q1,A photo of a gray classic Mini Cooper which is racing in the F1 match,2024-10-14T16:48:13Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_Aesthetics Q1_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_Aesthetics Q1_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q1.png,Creative,QA1_A1_Car_C,3,3,Laypeople_final,1159,1,FALSE,0.7828120299810747
3010,670d4b4d8fc41826ca81e5fb,670d4b4d8fc41826ca81e5fd,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_Aesthetics Q1_1.png,FALSE,FS_1Icr7GBzoyoBgdc,Aesthetics Q1,A photo of a gray classic Mini Cooper which is racing in the F1 match,2024-10-14T16:48:13Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_Aesthetics Q1_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_Aesthetics Q1_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q1.png,Creative,QA1_A1_Car_C,3,3,Laypeople_final,1159,2,FALSE,0.8011528687409097
3011,670d4b4d8fc41826ca81e5fb,670d4b4d8fc41826ca81e5fe,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_Aesthetics Q1_2.png,FALSE,FS_1Icr7GBzoyoBgdc,Aesthetics Q1,A photo of a gray classic Mini Cooper which is racing in the F1 match,2024-10-14T16:48:13Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_Aesthetics Q1_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_Aesthetics Q1_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q1.png,Creative,QA1_A1_Car_C,3,3,Laypeople_final,1159,3,TRUE,0.7706318171208595
3012,670d4b4d8fc41826ca81e5fb,670d4b4d8fc41826ca81e5ff,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_Aesthetics Q1_3.png,FALSE,FS_1Icr7GBzoyoBgdc,Aesthetics Q1,A photo of a gray classic Mini Cooper which is racing in the F1 match,2024-10-14T16:48:13Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_Aesthetics Q1_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_Aesthetics Q1_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q1.png,Creative,QA1_A1_Car_C,3,3,Laypeople_final,1159,4,FALSE,0.779120675949335
3013,670d4b948fc41826ca81e600,670d4b948fc41826ca81e601,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_Aesthetics Q3_0.png,FALSE,FS_1Icr7GBzoyoBgdc,Aesthetics Q3,Painting of a penguin with funny look which made children laugh,2024-10-14T16:49:24Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_Aesthetics Q3_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_Aesthetics Q3_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q3.png,Creative,QA3_A3_Penguin_C,4,3,Laypeople_final,1159,1,FALSE,0.9562187132128496
3014,670d4b948fc41826ca81e600,670d4b948fc41826ca81e602,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_Aesthetics Q3_1.png,FALSE,FS_1Icr7GBzoyoBgdc,Aesthetics Q3,Painting of a penguin with funny look which made children laugh,2024-10-14T16:49:24Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_Aesthetics Q3_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_Aesthetics Q3_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q3.png,Creative,QA3_A3_Penguin_C,4,3,Laypeople_final,1159,2,FALSE,0.930168382067063
3015,670d4b948fc41826ca81e600,670d4b948fc41826ca81e603,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_Aesthetics Q3_2.png,FALSE,FS_1Icr7GBzoyoBgdc,Aesthetics Q3,Painting of a penguin with funny look which made children laugh,2024-10-14T16:49:24Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_Aesthetics Q3_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_Aesthetics Q3_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q3.png,Creative,QA3_A3_Penguin_C,4,3,Laypeople_final,1159,3,FALSE,0.907696145708823
3016,670d4b948fc41826ca81e600,670d4b948fc41826ca81e604,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_Aesthetics Q3_3.png,FALSE,FS_1Icr7GBzoyoBgdc,Aesthetics Q3,Painting of a penguin with funny look which made children laugh,2024-10-14T16:49:24Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_Aesthetics Q3_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_Aesthetics Q3_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q3.png,Creative,QA3_A3_Penguin_C,4,3,Laypeople_final,1159,4,TRUE,0.925265646704728
3017,670d4bd48fc41826ca81e605,670d4bd48fc41826ca81e606,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_FaithfulQ1_0.png,FALSE,FS_1Icr7GBzoyoBgdc,FaithfulQ1,Photograph of a medieval castle which is landed in a steep mountain and with a lot of decorations.,2024-10-14T16:50:28Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_FaithfulQ1_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_FaithfulQ1_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ1.png,Creative,Q1_A4_Castle_C,4,3,Laypeople_final,1159,1,FALSE,0.6570443621093001
3018,670d4bd48fc41826ca81e605,670d4bd48fc41826ca81e607,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_FaithfulQ1_1.png,FALSE,FS_1Icr7GBzoyoBgdc,FaithfulQ1,Photograph of a medieval castle which is landed in a steep mountain and with a lot of decorations.,2024-10-14T16:50:28Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_FaithfulQ1_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_FaithfulQ1_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ1.png,Creative,Q1_A4_Castle_C,4,3,Laypeople_final,1159,2,FALSE,0.6863154426464741
3019,670d4bd48fc41826ca81e605,670d4bd48fc41826ca81e608,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_FaithfulQ1_2.png,FALSE,FS_1Icr7GBzoyoBgdc,FaithfulQ1,Photograph of a medieval castle which is landed in a steep mountain and with a lot of decorations.,2024-10-14T16:50:28Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_FaithfulQ1_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_FaithfulQ1_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ1.png,Creative,Q1_A4_Castle_C,4,3,Laypeople_final,1159,3,FALSE,0.680223568297822
3020,670d4bd48fc41826ca81e605,670d4bd48fc41826ca81e609,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_1Icr7GBzoyoBgdc_FaithfulQ1_3.png,FALSE,FS_1Icr7GBzoyoBgdc,FaithfulQ1,Photograph of a medieval castle which is landed in a steep mountain and with a lot of decorations.,2024-10-14T16:50:28Z,Laypeople_final,0,FS_1Icr7GBzoyoBgdc_FaithfulQ1_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_1Icr7GBzoyoBgdc_FaithfulQ1_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ1.png,Creative,Q1_A4_Castle_C,4,3,Laypeople_final,1159,4,TRUE,0.6441015095307004
3021,670d4c2c8fc41826ca81e60a,670d4c2c8fc41826ca81e60b,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_5dhkxUE0gmeVlhU_FaithfulQ1_0.png,FALSE,FS_5dhkxUE0gmeVlhU,FaithfulQ1,Photograph of a medieval castle at night which is in a desert with no trees. The theme is cartoonist and the castle is inside a hole in the ground.,2024-10-14T16:51:56Z,Laypeople_final,0,FS_5dhkxUE0gmeVlhU_FaithfulQ1_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_5dhkxUE0gmeVlhU_FaithfulQ1_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ1.png,Creative,Q1_A4_Castle_C,4,4,Laypeople_final,3039,1,FALSE,0.6948916300245055
3022,670d4c2c8fc41826ca81e60a,670d4c2c8fc41826ca81e60c,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_5dhkxUE0gmeVlhU_FaithfulQ1_1.png,FALSE,FS_5dhkxUE0gmeVlhU,FaithfulQ1,Photograph of a medieval castle at night which is in a desert with no trees. The theme is cartoonist and the castle is inside a hole in the ground.,2024-10-14T16:51:56Z,Laypeople_final,0,FS_5dhkxUE0gmeVlhU_FaithfulQ1_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_5dhkxUE0gmeVlhU_FaithfulQ1_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ1.png,Creative,Q1_A4_Castle_C,4,4,Laypeople_final,3039,2,FALSE,0.650729004791992
3023,670d4c2c8fc41826ca81e60a,670d4c2c8fc41826ca81e60d,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_5dhkxUE0gmeVlhU_FaithfulQ1_2.png,FALSE,FS_5dhkxUE0gmeVlhU,FaithfulQ1,Photograph of a medieval castle at night which is in a desert with no trees. The theme is cartoonist and the castle is inside a hole in the ground.,2024-10-14T16:51:56Z,Laypeople_final,0,FS_5dhkxUE0gmeVlhU_FaithfulQ1_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_5dhkxUE0gmeVlhU_FaithfulQ1_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ1.png,Creative,Q1_A4_Castle_C,4,4,Laypeople_final,3039,3,FALSE,0.6508801939707753
3024,670d4c2c8fc41826ca81e60a,670d4c2c8fc41826ca81e60e,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_5dhkxUE0gmeVlhU_FaithfulQ1_3.png,FALSE,FS_5dhkxUE0gmeVlhU,FaithfulQ1,Photograph of a medieval castle at night which is in a desert with no trees. The theme is cartoonist and the castle is inside a hole in the ground.,2024-10-14T16:51:56Z,Laypeople_final,0,FS_5dhkxUE0gmeVlhU_FaithfulQ1_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_5dhkxUE0gmeVlhU_FaithfulQ1_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ1.png,Creative,Q1_A4_Castle_C,4,4,Laypeople_final,3039,4,TRUE,0.6454906757211315
3025,670d4ca88fc41826ca81e60f,670d4ca88fc41826ca81e610,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_5dhkxUE0gmeVlhU_Aesthetics Q1_0.png,FALSE,FS_5dhkxUE0gmeVlhU,Aesthetics Q1,A photo of a gray classic Mini Cooper in the garage of a home. A guy is inside the car and car have had many accidents. The theme is cartoon.,2024-10-14T16:54:00Z,Laypeople_final,0,FS_5dhkxUE0gmeVlhU_Aesthetics Q1_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_5dhkxUE0gmeVlhU_Aesthetics Q1_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q1.png,Creative,QA1_A1_Car_C,3,4,Laypeople_final,3039,1,FALSE,0.8547645033112021
3026,670d4ca88fc41826ca81e60f,670d4ca88fc41826ca81e611,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_5dhkxUE0gmeVlhU_Aesthetics Q1_1.png,FALSE,FS_5dhkxUE0gmeVlhU,Aesthetics Q1,A photo of a gray classic Mini Cooper in the garage of a home. A guy is inside the car and car have had many accidents. The theme is cartoon.,2024-10-14T16:54:00Z,Laypeople_final,0,FS_5dhkxUE0gmeVlhU_Aesthetics Q1_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_5dhkxUE0gmeVlhU_Aesthetics Q1_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q1.png,Creative,QA1_A1_Car_C,3,4,Laypeople_final,3039,2,FALSE,0.8218420433509993
3027,670d4ca88fc41826ca81e60f,670d4ca88fc41826ca81e612,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_5dhkxUE0gmeVlhU_Aesthetics Q1_2.png,FALSE,FS_5dhkxUE0gmeVlhU,Aesthetics Q1,A photo of a gray classic Mini Cooper in the garage of a home. A guy is inside the car and car have had many accidents. The theme is cartoon.,2024-10-14T16:54:00Z,Laypeople_final,0,FS_5dhkxUE0gmeVlhU_Aesthetics Q1_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_5dhkxUE0gmeVlhU_Aesthetics Q1_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q1.png,Creative,QA1_A1_Car_C,3,4,Laypeople_final,3039,3,TRUE,0.8296623193513831
3028,670d4ca88fc41826ca81e60f,670d4ca88fc41826ca81e613,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_5dhkxUE0gmeVlhU_Aesthetics Q1_3.png,FALSE,FS_5dhkxUE0gmeVlhU,Aesthetics Q1,A photo of a gray classic Mini Cooper in the garage of a home. A guy is inside the car and car have had many accidents. The theme is cartoon.,2024-10-14T16:54:00Z,Laypeople_final,0,FS_5dhkxUE0gmeVlhU_Aesthetics Q1_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_5dhkxUE0gmeVlhU_Aesthetics Q1_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q1.png,Creative,QA1_A1_Car_C,3,4,Laypeople_final,3039,4,FALSE,0.8316132034722428
3029,670d4d258fc41826ca81e614,670d4d258fc41826ca81e615,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_5dhkxUE0gmeVlhU_Aesthetics Q2_0.png,FALSE,FS_5dhkxUE0gmeVlhU,Aesthetics Q2,A cartoon landscape with trees in the middle of a mountain at night in tropical region. There is a lake full of alligators.,2024-10-14T16:56:05Z,Laypeople_final,0,FS_5dhkxUE0gmeVlhU_Aesthetics Q2_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_5dhkxUE0gmeVlhU_Aesthetics Q2_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q2.png,Creative,Q42_A2_Cartoon_C,3,4,Laypeople_final,3039,1,FALSE,0.7816610136167994
3030,670d4d258fc41826ca81e614,670d4d258fc41826ca81e616,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_5dhkxUE0gmeVlhU_Aesthetics Q2_1.png,FALSE,FS_5dhkxUE0gmeVlhU,Aesthetics Q2,A cartoon landscape with trees in the middle of a mountain at night in tropical region. There is a lake full of alligators.,2024-10-14T16:56:05Z,Laypeople_final,0,FS_5dhkxUE0gmeVlhU_Aesthetics Q2_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_5dhkxUE0gmeVlhU_Aesthetics Q2_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q2.png,Creative,Q42_A2_Cartoon_C,3,4,Laypeople_final,3039,2,FALSE,0.7765239714726458
3031,670d4d258fc41826ca81e614,670d4d258fc41826ca81e617,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_5dhkxUE0gmeVlhU_Aesthetics Q2_2.png,FALSE,FS_5dhkxUE0gmeVlhU,Aesthetics Q2,A cartoon landscape with trees in the middle of a mountain at night in tropical region. There is a lake full of alligators.,2024-10-14T16:56:05Z,Laypeople_final,0,FS_5dhkxUE0gmeVlhU_Aesthetics Q2_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_5dhkxUE0gmeVlhU_Aesthetics Q2_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q2.png,Creative,Q42_A2_Cartoon_C,3,4,Laypeople_final,3039,3,TRUE,0.7687182965336903
3032,670d4d258fc41826ca81e614,670d4d258fc41826ca81e618,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_5dhkxUE0gmeVlhU_Aesthetics Q2_3.png,FALSE,FS_5dhkxUE0gmeVlhU,Aesthetics Q2,A cartoon landscape with trees in the middle of a mountain at night in tropical region. There is a lake full of alligators.,2024-10-14T16:56:05Z,Laypeople_final,0,FS_5dhkxUE0gmeVlhU_Aesthetics Q2_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_5dhkxUE0gmeVlhU_Aesthetics Q2_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q2.png,Creative,Q42_A2_Cartoon_C,3,4,Laypeople_final,3039,4,FALSE,0.8241719269779736
3033,670d4d7e8fc41826ca81e619,670d4d7e8fc41826ca81e61a,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_5dhkxUE0gmeVlhU_Aesthetics Q3_0.png,FALSE,FS_5dhkxUE0gmeVlhU,Aesthetics Q3,Painting of a penguin flying over the Pacific ocean with a group of gees. The picture is very realistic.,2024-10-14T16:57:34Z,Laypeople_final,0,FS_5dhkxUE0gmeVlhU_Aesthetics Q3_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_5dhkxUE0gmeVlhU_Aesthetics Q3_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q3.png,Creative,QA3_A3_Penguin_C,3,4,Laypeople_final,3039,1,FALSE,0.8040417593403244
3034,670d4d7e8fc41826ca81e619,670d4d7e8fc41826ca81e61b,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_5dhkxUE0gmeVlhU_Aesthetics Q3_1.png,FALSE,FS_5dhkxUE0gmeVlhU,Aesthetics Q3,Painting of a penguin flying over the Pacific ocean with a group of gees. The picture is very realistic.,2024-10-14T16:57:34Z,Laypeople_final,0,FS_5dhkxUE0gmeVlhU_Aesthetics Q3_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_5dhkxUE0gmeVlhU_Aesthetics Q3_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q3.png,Creative,QA3_A3_Penguin_C,3,4,Laypeople_final,3039,2,FALSE,0.7364933961820223
